#ZVView-data-copy:  19-Mar-2020 07:06:08
#=======================================
#
#name:   28-NI-0(D,X)29-CU-61,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  275
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           1.5          1.5      0.00089         5e-5  # 2016,M.Avrigeanu+        ## D0818003  #dY:5.6%   
           2.3         0.62      0.00116      0.00012  # 1997,S.Takacs+           ## D4045009  #dY:10.3%  
             3            1        0.017        0.002  # 2013,A.Hermanne+         ## D4282007  #dY:11.8%  
          3.13         0.57      0.00724      0.00072  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          3.34         0.56       0.0116       0.0012  # 1997,S.Takacs+           ## D4045009  #dY:10.3%  
          4.03         0.51       0.0274       0.0027  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
           4.2          0.5       0.0453       0.0059  # 2007,S.Takacs+           ## D4178002  #dY:13.0%  
           4.2          2.5        0.045        0.005  # 2007,A.Hermanne+         ## D4182003  #dY:11.1%  
          4.21         0.51       0.0336       0.0033  # 1997,S.Takacs+           ## D4045009  #dY:9.8%   
          4.82         0.46       0.0493       0.0049  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          4.98         0.46       0.0535       0.0053  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
           5.3          2.5        0.035        0.004  # 2013,A.Hermanne+         ## D4282031  #dY:11.4%  
          5.35         0.83      0.04626      0.00279  # 2016,M.Avrigeanu+        ## D0818003  #dY:6.0%   
          5.53         0.42       0.0655       0.0065  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          5.68         0.41       0.0653       0.0065  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          6.19         0.37       0.0733       0.0074  # 1997,S.Takacs+           ## D4045009  #dY:10.1%  
           6.3          0.9        0.066        0.007  # 2013,A.Hermanne+         ## D4282007  #dY:10.6%  
          6.33         0.37       0.0744       0.0074  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
           6.6          0.4       0.0645       0.0084  # 2007,S.Takacs+           ## D4178002  #dY:13.0%  
           6.6          2.3        0.065        0.007  # 2007,A.Hermanne+         ## D4182003  #dY:10.8%  
          6.81         0.34       0.0804        0.008  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          6.94         0.33       0.0763       0.0076  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
           7.2            0        0.096        0.009  # 1991,J.Zweit+            ## D4056002  #dY:9.4%   
          7.39          0.3       0.0787       0.0078  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          7.51          0.3       0.0764       0.0077  # 1997,S.Takacs+           ## D4045009  #dY:10.1%  
           7.8          2.7        0.051        0.006  # 2013,A.Hermanne+         ## D4282052  #dY:11.8%  
          7.84         0.63      0.05758      0.00367  # 2016,M.Avrigeanu+        ## D0818003  #dY:6.4%   
          7.94         0.27        0.075       0.0075  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          8.06         0.27       0.0726       0.0072  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          8.47         0.25       0.0679       0.0068  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
           8.5          0.4       0.0563       0.0073  # 2007,S.Takacs+           ## D4178002  #dY:13.0%  
           8.5            2        0.056        0.006  # 2007,A.Hermanne+         ## D4182003  #dY:10.7%  
          8.58         0.24       0.0688       0.0069  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
           8.8          0.8        0.056        0.006  # 2013,A.Hermanne+         ## D4282007  #dY:10.7%  
          8.96         0.22       0.0674       0.0067  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          9.08         0.22       0.0631       0.0063  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
           9.4            0        0.064        0.006  # 1991,J.Zweit+            ## D4056002  #dY:9.4%   
          9.44          0.2       0.0621       0.0062  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
           9.6          0.5       0.0468       0.0056  # 2007,S.Takacs+           ## D4178002  #dY:12.0%  
          9.81         0.51       0.0481      0.00289  # 2016,M.Avrigeanu+        ## D0818003  #dY:6.0%   
            10          2.5        0.044        0.005  # 2013,A.Hermanne+         ## D4282052  #dY:11.4%  
          10.1          0.4        0.046        0.006  # 2007,S.Takacs+           ## D4178002  #dY:13.0%  
          10.1          1.7        0.046        0.005  # 2007,A.Hermanne+         ## D4182003  #dY:10.9%  
