#ZVView-data-copy:  19-May-2020 12:14:55
#=======================================
#
#name:   28-NI-0(D,X)29-CU-61,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  143
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           2.3         0.62      0.00116      0.00012  # 1997,S.Takacs+           ## D4045009  #dY:10.3%  
             3            1        0.017        0.002  # 2013,A.Hermanne+         ## D4282007  #dY:11.8%  
          3.13         0.57      0.00724      0.00072  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          3.34         0.56       0.0116       0.0012  # 1997,S.Takacs+           ## D4045009  #dY:10.3%  
          4.03         0.51       0.0274       0.0027  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
           4.2          2.5        0.045        0.005  # 2007,A.Hermanne+         ## D4182003  #dY:11.1%  
          4.21         0.51       0.0336       0.0033  # 1997,S.Takacs+           ## D4045009  #dY:9.8%   
          4.82         0.46       0.0493       0.0049  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          4.98         0.46       0.0535       0.0053  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
           5.3          2.5        0.035        0.004  # 2013,A.Hermanne+         ## D4282031  #dY:11.4%  
          5.53         0.42       0.0655       0.0065  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          5.68         0.41       0.0653       0.0065  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          6.19         0.37       0.0733       0.0074  # 1997,S.Takacs+           ## D4045009  #dY:10.1%  
           6.3          0.9        0.066        0.007  # 2013,A.Hermanne+         ## D4282007  #dY:10.6%  
          6.33         0.37       0.0744       0.0074  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
           6.6          2.3        0.065        0.007  # 2007,A.Hermanne+         ## D4182003  #dY:10.8%  
          6.81         0.34       0.0804        0.008  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          6.94         0.33       0.0763       0.0076  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          7.39          0.3       0.0787       0.0078  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          7.51          0.3       0.0764       0.0077  # 1997,S.Takacs+           ## D4045009  #dY:10.1%  
           7.8          2.7        0.051        0.006  # 2013,A.Hermanne+         ## D4282052  #dY:11.8%  
          7.94         0.27        0.075       0.0075  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          8.06         0.27       0.0726       0.0072  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          8.47         0.25       0.0679       0.0068  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
           8.5            2        0.056        0.006  # 2007,A.Hermanne+         ## D4182003  #dY:10.7%  
          8.58         0.24       0.0688       0.0069  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
           8.8          0.8        0.056        0.006  # 2013,A.Hermanne+         ## D4282007  #dY:10.7%  
          8.96         0.22       0.0674       0.0067  # 1997,S.Takacs+           ## D4045009  #dY:9.9%   
          9.08         0.22       0.0631       0.0063  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
          9.44          0.2       0.0621       0.0062  # 1997,S.Takacs+           ## D4045009  #dY:10.0%  
            10          2.5        0.044        0.005  # 2013,A.Hermanne+         ## D4282052  #dY:11.4%  
          10.1          1.7        0.046        0.005  # 2007,A.Hermanne+         ## D4182003  #dY:10.9%  
         10.57         1.04       0.0424       0.0048  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
          10.9          0.7        0.043        0.005  # 2013,A.Hermanne+         ## D4282007  #dY:11.6%  
         11.01         0.95       0.0397       0.0045  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
         11.44         0.44       0.0371       0.0042  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
          11.6          1.4        0.038        0.004  # 2007,A.Hermanne+         ## D4182003  #dY:10.5%  
         11.85         0.78        0.036       0.0041  # 1997,S.Takacs+           ## D4045009  #dY:11.4%  
          11.9          1.8        0.034        0.004  # 2013,A.Hermanne+         ## D4282031  #dY:11.8%  
            12          2.2        0.033        0.004  # 2013,A.Hermanne+         ## D4282052  #dY:12.1%  
         12.26         0.71       0.0341       0.0039  # 1997,S.Takacs+           ## D4045009  #dY:11.4%  
         12.65         0.65       0.0318       0.0036  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
          12.7          0.5        0.033        0.004  # 2013,A.Hermanne+         ## D4282007  #dY:12.1%  
            13          1.2        0.032        0.004  # 2007,A.Hermanne+         ## D4182003  #dY:12.5%  
         13.04         0.59       0.0301       0.0034  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
         13.42         0.54       0.0285       0.0032  # 1997,S.Takacs+           ## D4045009  #dY:11.2%  
          13.7          1.9        0.026        0.003  # 2013,A.Hermanne+         ## D4282052  #dY:11.5%  
         13.79         0.49       0.0274       0.0031  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
         14.15         0.86       0.0276       0.0031  # 1997,S.Takacs+           ## D4045009  #dY:11.2%  
          14.3          1.1        0.027        0.003  # 2007,A.Hermanne+         ## D4182003  #dY:11.1%  
          14.3          0.5        0.028        0.003  # 2013,A.Hermanne+         ## D4282007  #dY:10.7%  
         14.51          0.4       0.0267        0.003  # 1997,S.Takacs+           ## D4045009  #dY:11.2%  
         14.86         0.37       0.0265        0.003  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
         15.21         0.33       0.0253       0.0029  # 1997,S.Takacs+           ## D4045009  #dY:11.5%  
         15.55          0.3       0.0244       0.0028  # 1997,S.Takacs+           ## D4045009  #dY:11.5%  
          15.6          0.8        0.024        0.003  # 2007,A.Hermanne+         ## D4182003  #dY:12.5%  
         15.65         1.04       0.0253       0.0029  # 1997,S.Takacs+           ## D4045009  #dY:11.5%  
          15.8          0.4        0.023        0.003  # 2013,A.Hermanne+         ## D4282007  #dY:13.0%  
         15.88         0.28       0.0234       0.0027  # 1997,S.Takacs+           ## D4045009  #dY:11.5%  
          15.9         0.95       0.0234       0.0026  # 1997,S.Takacs+           ## D4045009  #dY:11.1%  
          15.9          1.7        0.018        0.002  # 2013,A.Hermanne+         ## D4282052  #dY:11.1%  
         16.22         0.25       0.0228       0.0026  # 1997,S.Takacs+           ## D4045009  #dY:11.4%  
         16.23         0.86       0.0244       0.0028  # 1997,S.Takacs+           ## D4045009  #dY:11.5%  
          16.5          1.5        0.021        0.002  # 2013,A.Hermanne+         ## D4282031  #dY:9.5%   
         16.55         0.78       0.0231       0.0026  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
         16.87         0.71       0.0223       0.0026  # 1997,S.Takacs+           ## D4045009  #dY:11.7%  
          16.9          0.6        0.022        0.002  # 2007,A.Hermanne+         ## D4182003  #dY:9.1%   
         17.19         0.65       0.0221       0.0025  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
          17.3          0.4        0.022        0.002  # 2013,A.Hermanne+         ## D4282007  #dY:9.1%   
          17.5         0.59       0.0214       0.0024  # 1997,S.Takacs+           ## D4045009  #dY:11.2%  
          17.7            1         0.02        0.002  # 2013,A.Hermanne+         ## D4282052  #dY:10.0%  
         17.81         0.54       0.0213       0.0024  # 1997,S.Takacs+           ## D4045009  #dY:11.3%  
          17.9          1.2       0.0183        0.002  # 2013,A.Hermanne+         ## D4282019  #dY:10.9%  
          18.1          0.4         0.02        0.002  # 2007,A.Hermanne+         ## D4182003  #dY:10.0%  
         18.11         0.49       0.0206       0.0023  # 1997,S.Takacs+           ## D4045009  #dY:11.2%  
