#ZVView-data-copy:   5-Apr-2020 18:11:01
#=======================================
#
#name:   28-NI-0(D,X)25-MN-54,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  104
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          16.5          1.5       0.0003         3e-5  # 2013,A.Hermanne+         ## D4282022  #dY:10.0%  
          17.9          1.2       1.5e-5         3e-6  # 2013,A.Hermanne+         ## D4282010  #dY:20.0%  
          18.7          1.4       0.0003         5e-5  # 2013,A.Hermanne+         ## D4282034  #dY:16.7%  
         19.31         0.33      0.00057      0.00018  # 2016,A.R.Usman+          ## E2492009  #dY:31.6%  
          20.3          1.2      0.00072         9e-5  # 2013,A.Hermanne+         ## D4282022  #dY:12.5%  
          20.4          1.1      0.00022         3e-5  # 2013,A.Hermanne+         ## D4282010  #dY:13.6%  
          20.5          1.3       0.0004       0.0001  # 2013,A.Hermanne+         ## D4282045  #dY:25.0%  
         20.67         0.51      0.00075      0.00019  # 2016,A.R.Usman+          ## E2492009  #dY:25.3%  
          21.4          1.2       0.0007       0.0001  # 2013,A.Hermanne+         ## D4282034  #dY:14.3%  
         21.75         0.51      0.00116      0.00024  # 2016,A.R.Usman+          ## E2492009  #dY:20.7%  
         21.94         0.51      0.00109      0.00019  # 2016,A.R.Usman+          ## E2492009  #dY:17.4%  
          22.7            1      0.00086      0.00011  # 2013,A.Hermanne+         ## D4282010  #dY:12.8%  
            23          1.2       0.0008       0.0001  # 2013,A.Hermanne+         ## D4282045  #dY:12.5%  
         23.04         0.48      0.00151      0.00023  # 2016,A.R.Usman+          ## E2492009  #dY:15.2%  
          23.3         0.82       0.0022       0.0012  # 2013,N.Amjed+            ## D4288003  #dY:54.5%  
          23.5            1        0.002       0.0002  # 2013,A.Hermanne+         ## D4282022  #dY:10.0%  
         23.71         0.49      0.00204      0.00024  # 2016,A.R.Usman+          ## E2492009  #dY:11.8%  
          23.8            1        0.002       0.0002  # 2013,A.Hermanne+         ## D4282034  #dY:10.0%  
          24.9          0.9       0.0026       0.0005  # 2007,S.Takacs+           ## D4178013  #dY:19.2%  
          24.9          0.9      0.00282      0.00031  # 2013,A.Hermanne+         ## D4282010  #dY:11.0%  
          24.9         0.75       0.0062      0.00131  # 2013,N.Amjed+            ## D4288003  #dY:21.1%  
          25.2         0.73       0.0039      0.00137  # 2013,N.Amjed+            ## D4288003  #dY:35.1%  
          25.4            1        0.004       0.0005  # 2013,A.Hermanne+         ## D4282045  #dY:12.5%  
          25.6         0.71        0.004      0.00093  # 2013,N.Amjed+            ## D4288003  #dY:23.2%  
          26.1          0.9       0.0065       0.0007  # 2013,A.Hermanne+         ## D4282034  #dY:10.8%  
          26.2          0.8       0.0045        0.001  # 2007,S.Takacs+           ## D4178013  #dY:22.2%  
          26.5          0.9       0.0065       0.0007  # 2013,A.Hermanne+         ## D4282022  #dY:10.8%  
          26.9          0.9      0.00725       0.0008  # 2013,A.Hermanne+         ## D4282010  #dY:11.0%  
          27.1         0.64       0.0073      0.00191  # 2013,N.Amjed+            ## D4288003  #dY:26.2%  
          27.6          0.9       0.0108       0.0012  # 2013,A.Hermanne+         ## D4282045  #dY:11.1%  
