#ZVView-data-copy:  26-Apr-2020 11:19:09
#=======================================
#
#name:   29-CU-0(D,X)30-ZN-62,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  58
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         17.18         0.45         3e-5         1e-5  # 2006,S.Takacs+           ## D4176003  #dY:33.3%  
         17.45         0.43         3e-5         1e-5  # 2006,S.Takacs+           ## D4176003  #dY:33.3%  
         17.71         0.41         7e-5         1e-5  # 2006,S.Takacs+           ## D4176003  #dY:14.3%  
         17.98         0.39      0.00012         2e-5  # 2006,S.Takacs+           ## D4176003  #dY:16.7%  
         18.24         0.37       0.0002         3e-5  # 2006,S.Takacs+           ## D4176003  #dY:15.0%  
         18.29         0.44      0.00011         5e-5  # 2006,S.Takacs+           ## D4176003  #dY:45.5%  
          18.5         0.35      0.00031         4e-5  # 2006,S.Takacs+           ## D4176003  #dY:12.9%  
         18.55         0.42       0.0002         6e-5  # 2006,S.Takacs+           ## D4176003  #dY:30.0%  
          18.6         0.15      0.00069         8e-5  # 2014,M.U.Khandaker+      ## E2467002  #dY:11.6%  
         18.75         0.34      0.00049         6e-5  # 2006,S.Takacs+           ## D4176003  #dY:12.2%  
         18.81          0.4      0.00033         7e-5  # 2006,S.Takacs+           ## D4176003  #dY:21.2%  
            19            0       0.0412            0  # 1950,F.O.Bartell+        ## P0069003             
         19.01         0.32      0.00065         8e-5  # 2006,S.Takacs+           ## D4176003  #dY:12.3%  
         19.06         0.38      0.00051       0.0001  # 2006,S.Takacs+           ## D4176003  #dY:19.6%  
         19.26          0.3      0.00092       0.0001  # 2006,S.Takacs+           ## D4176003  #dY:10.9%  
         19.31         0.36      0.00059       0.0001  # 2006,S.Takacs+           ## D4176003  #dY:16.9%  
         19.43         0.15      0.00183      0.00016  # 2014,M.U.Khandaker+      ## E2467002  #dY:8.7%   
         19.51         0.29      0.00119       0.0001  # 2006,S.Takacs+           ## D4176003  #dY:8.4%   
         19.56         0.35      0.00092       0.0002  # 2006,S.Takacs+           ## D4176003  #dY:21.7%  
         19.75         0.28      0.00159       0.0002  # 2006,S.Takacs+           ## D4176003  #dY:12.6%  
          19.8         0.33      0.00123       0.0002  # 2006,S.Takacs+           ## D4176003  #dY:16.3%  
         19.99         0.26      0.00194       0.0002  # 2006,S.Takacs+           ## D4176003  #dY:10.3%  
         20.05         0.32      0.00152       0.0002  # 2006,S.Takacs+           ## D4176003  #dY:13.2%  
         20.24         0.25      0.00227       0.0003  # 2006,S.Takacs+           ## D4176003  #dY:13.2%  
         20.24         0.14      0.00296      0.00034  # 2014,M.U.Khandaker+      ## E2467002  #dY:11.5%  
         20.29          0.3      0.00189       0.0003  # 2006,S.Takacs+           ## D4176003  #dY:15.9%  
         20.71         0.43      0.00304       0.0004  # 2006,S.Takacs+           ## D4176003  #dY:13.2%  
         21.01         0.14        0.005      0.00048  # 2014,M.U.Khandaker+      ## E2467002  #dY:9.6%   
         22.85         0.13      0.00967      0.00089  # 2014,M.U.Khandaker+      ## E2467002  #dY:9.2%   
         25.51         0.65       0.0159       0.0018  # 2006,S.Takacs+           ## D4176003  #dY:11.3%  
         25.61          0.4       0.0189       0.0022  # 2006,S.Takacs+           ## D4176003  #dY:11.6%  
         26.78         0.62       0.0207       0.0024  # 2006,S.Takacs+           ## D4176003  #dY:11.6%  
         30.11         0.59       0.0317       0.0036  # 2006,S.Takacs+           ## D4176003  #dY:11.4%  
         31.53         0.57       0.0331       0.0037  # 2006,S.Takacs+           ## D4176003  #dY:11.2%  
         32.93         0.54        0.035        0.004  # 2006,S.Takacs+           ## D4176003  #dY:11.4%  
         34.26         0.51        0.035        0.004  # 2006,S.Takacs+           ## D4176003  #dY:11.4%  
          34.4            0        0.219            0  # 1950,F.O.Bartell+        ## P0069003             
         35.57         0.49       0.0334       0.0038  # 2006,S.Takacs+           ## D4176003  #dY:11.4%  
         37.07         0.47       0.0308       0.0035  # 2006,S.Takacs+           ## D4176003  #dY:11.4%  
         39.07         0.44       0.0271       0.0031  # 2006,S.Takacs+           ## D4176003  #dY:11.4%  
