#ZVView-data-copy:  22-Feb-2020 17:40:40
#=======================================
#
#name:   28-NI-0(D,X)27-CO-60,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  99
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         13.11         0.45      0.00062      0.00033  # 2016,M.Avrigeanu+        ## D0818007  #dY:53.2%  
         14.51         0.36      0.00345      0.00074  # 2016,M.Avrigeanu+        ## D0818007  #dY:21.4%  
         14.67         0.39      0.00306      0.00091  # 2016,M.Avrigeanu+        ## D0818007  #dY:29.7%  
         15.83         0.36      0.00496      0.00037  # 2016,M.Avrigeanu+        ## D0818007  #dY:7.5%   
         15.85         0.39        0.005      0.00047  # 2016,M.Avrigeanu+        ## D0818007  #dY:9.4%   
          16.5          1.5       0.0017       0.0003  # 2013,A.Hermanne+         ## D4282030  #dY:17.6%  
         17.14         0.35      0.00638      0.00069  # 2016,M.Avrigeanu+        ## D0818007  #dY:10.8%  
          17.7            1       0.0034       0.0006  # 2013,A.Hermanne+         ## D4282051  #dY:17.6%  
          17.9          1.2       0.0054        0.001  # 2013,A.Hermanne+         ## D4282018  #dY:18.5%  
         18.24         0.33      0.00909      0.00058  # 2016,M.Avrigeanu+        ## D0818007  #dY:6.4%   
         18.39         0.37       0.0086      0.00054  # 2016,M.Avrigeanu+        ## D0818007  #dY:6.3%   
          18.7          1.4       0.0077       0.0012  # 2013,A.Hermanne+         ## D4282041  #dY:15.6%  
         19.25         0.34      0.00958      0.00069  # 2016,M.Avrigeanu+        ## D0818007  #dY:7.2%   
         19.31         0.33      0.00951       0.0008  # 2016,A.R.Usman+          ## E2492006  #dY:8.4%   
         19.59         0.34      0.01025        0.001  # 2016,M.Avrigeanu+        ## D0818007  #dY:9.8%   
          20.3          1.2       0.0066       0.0009  # 2013,A.Hermanne+         ## D4282030  #dY:13.6%  
          20.4          1.1       0.0089       0.0013  # 2013,A.Hermanne+         ## D4282018  #dY:14.6%  
          20.5          1.3       0.0055       0.0008  # 2013,A.Hermanne+         ## D4282051  #dY:14.5%  
         20.67         0.51      0.01183       0.0011  # 2016,A.R.Usman+          ## E2492006  #dY:9.3%   
          21.4          1.2       0.0115       0.0015  # 2013,A.Hermanne+         ## D4282041  #dY:13.0%  
         21.75         0.51      0.00829       0.0013  # 2016,A.R.Usman+          ## E2492006  #dY:15.7%  
         21.94         0.51       0.0126       0.0007  # 2016,A.R.Usman+          ## E2492006  #dY:5.6%   
          22.7            1       0.0155       0.0017  # 2013,A.Hermanne+         ## D4282018  #dY:11.0%  
            23          1.2       0.0063       0.0009  # 2013,A.Hermanne+         ## D4282051  #dY:14.3%  
         23.04         0.48       0.0132       0.0009  # 2016,A.R.Usman+          ## E2492006  #dY:6.8%   
          23.5            1       0.0094       0.0012  # 2013,A.Hermanne+         ## D4282030  #dY:12.8%  
         23.71         0.49       0.0145       0.0013  # 2016,A.R.Usman+          ## E2492006  #dY:9.0%   
          23.8            1       0.0126       0.0014  # 2013,A.Hermanne+         ## D4282041  #dY:11.1%  
          24.9          0.9       0.0149       0.0031  # 2007,S.Takacs+           ## D4178010  #dY:20.8%  
          24.9          0.9       0.0202       0.0022  # 2013,A.Hermanne+         ## D4282018  #dY:10.9%  
          25.4            1       0.0078        0.001  # 2013,A.Hermanne+         ## D4282051  #dY:12.8%  
          26.1          0.9       0.0135       0.0015  # 2013,A.Hermanne+         ## D4282041  #dY:11.1%  
          26.2          0.8       0.0024       0.0045  # 2007,S.Takacs+           ## D4178010  #dY:187.5% 
          26.5          0.9       0.0095       0.0012  # 2013,A.Hermanne+         ## D4282030  #dY:12.6%  
          26.9          0.9       0.0181        0.002  # 2013,A.Hermanne+         ## D4282018  #dY:11.0%  
          27.6          0.9       0.0076       0.0008  # 2013,A.Hermanne+         ## D4282051  #dY:10.5%  
          28.3          0.8       0.0126       0.0043  # 2007,S.Takacs+           ## D4178010  #dY:34.1%  
          28.3          0.8       0.0121       0.0013  # 2013,A.Hermanne+         ## D4282041  #dY:10.7%  
          28.8          0.8       0.0139       0.0015  # 2013,A.Hermanne+         ## D4282018  #dY:10.8%  
          29.2          0.8       0.0047       0.0006  # 2013,A.Hermanne+         ## D4282030  #dY:12.8%  
          29.5          0.7       0.0131       0.0032  # 2007,S.Takacs+           ## D4178010  #dY:24.4%  
          29.6          0.8       0.0092        0.001  # 2013,A.Hermanne+         ## D4282051  #dY:10.9%  
          30.3          0.7       0.0118       0.0013  # 2013,A.Hermanne+         ## D4282041  #dY:11.0%  
          30.6          0.8       0.0209       0.0023  # 2013,A.Hermanne+         ## D4282018  #dY:11.0%  
          31.6          0.7       0.0066       0.0007  # 2013,A.Hermanne+         ## D4282051  #dY:10.6%  
          31.7          0.7       0.0058       0.0008  # 2013,A.Hermanne+         ## D4282030  #dY:13.8%  
          32.3          0.7       0.0201       0.0022  # 2013,A.Hermanne+         ## D4282018  #dY:10.9%  
