#ZVView-data-copy:  22-Feb-2020 11:39:27
#=======================================
#
#name:   28-NI-0(D,X)28-NI-57,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  160
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           5.3          2.5       0.0003       0.0001  # 2013,A.Hermanne+         ## D4282025  #dY:33.3%  
           9.6          0.5      0.00013         2e-5  # 2007,S.Takacs+           ## D4178005  #dY:15.4%  
          9.81         0.51      0.00012         8e-6  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.7%   
         10.15         0.51     0.000214       1.5e-5  # 2016,M.Avrigeanu+        ## D0818006  #dY:7.0%   
         10.27         0.48     0.000249       1.6e-5  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.4%   
         10.57         1.04       0.0005      0.00012  # 1997,S.Takacs+           ## D4045006  #dY:24.0%  
          10.8          0.4      0.00042         5e-5  # 2007,S.Takacs+           ## D4178005  #dY:11.9%  
          10.9          0.5      0.00014         5e-5  # 2007,S.Takacs+           ## D4178005  #dY:35.7%  
          10.9          0.7       0.0003       0.0001  # 2013,A.Hermanne+         ## D4282006  #dY:33.3%  
         11.01         0.95      0.00073      0.00013  # 1997,S.Takacs+           ## D4045006  #dY:17.8%  
         11.44         0.44      0.00104      0.00022  # 1997,S.Takacs+           ## D4045006  #dY:21.2%  
         11.52         0.49     0.000658       3.9e-5  # 2016,M.Avrigeanu+        ## D0818006  #dY:5.9%   
         11.73         0.47     0.000796       5.1e-5  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.4%   
         11.85         0.78      0.00117      0.00022  # 1997,S.Takacs+           ## D4045006  #dY:18.8%  
          11.9         0.49     0.000699       4.5e-5  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.4%   
          11.9          1.8       0.0009       0.0001  # 2013,A.Hermanne+         ## D4282025  #dY:11.1%  
            12          0.4      0.00087       0.0001  # 2007,S.Takacs+           ## D4178005  #dY:11.5%  
            12          2.2       0.0005       0.0001  # 2013,A.Hermanne+         ## D4282047  #dY:20.0%  
         12.26         0.71      0.00144      0.00021  # 1997,S.Takacs+           ## D4045006  #dY:14.6%  
         12.65         0.65      0.00157      0.00022  # 1997,S.Takacs+           ## D4045006  #dY:14.0%  
          12.7          0.5       0.0013       0.0002  # 2013,A.Hermanne+         ## D4282006  #dY:15.4%  
            13            0       0.0007       0.0001  # 1991,J.Zweit+            ## D4056003  #dY:14.3%  
         13.04         0.59      0.00207      0.00031  # 1997,S.Takacs+           ## D4045006  #dY:15.0%  
          13.1          0.4       0.0014       0.0002  # 2007,S.Takacs+           ## D4178005  #dY:14.3%  
         13.11         0.45      0.00151       0.0001  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.6%   
         13.42         0.54      0.00238      0.00035  # 1997,S.Takacs+           ## D4045006  #dY:14.7%  
          13.7          1.9       0.0013       0.0002  # 2013,A.Hermanne+         ## D4282047  #dY:15.4%  
         13.79         0.49       0.0027      0.00037  # 1997,S.Takacs+           ## D4045006  #dY:13.7%  
          14.1          0.4       0.0019       0.0002  # 2007,S.Takacs+           ## D4178005  #dY:10.5%  
         14.15         0.86      0.00304      0.00038  # 1997,S.Takacs+           ## D4045006  #dY:12.5%  
          14.3          0.5       0.0019       0.0003  # 2013,A.Hermanne+         ## D4282006  #dY:15.8%  
         14.51         0.36      0.00235      0.00014  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.0%   
         14.51          0.4      0.00282      0.00038  # 1997,S.Takacs+           ## D4045006  #dY:13.5%  
          14.6            0       0.0026       0.0004  # 1991,J.Zweit+            ## D4056003  #dY:15.4%  
         14.67         0.39      0.00234      0.00015  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.4%   
         14.86         0.37      0.00358      0.00056  # 1997,S.Takacs+           ## D4045006  #dY:15.6%  
          15.1          0.4       0.0023       0.0003  # 2007,S.Takacs+           ## D4178005  #dY:13.0%  
         15.21         0.33      0.00388      0.00052  # 1997,S.Takacs+           ## D4045006  #dY:13.4%  
         15.55          0.3      0.00389      0.00048  # 1997,S.Takacs+           ## D4045006  #dY:12.3%  
         15.65         1.04      0.00367      0.00047  # 1997,S.Takacs+           ## D4045006  #dY:12.8%  
          15.8          0.4       0.0007       0.0001  # 2013,A.Hermanne+         ## D4282006  #dY:14.3%  
         15.83         0.36      0.00287      0.00018  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.3%   
         15.85         0.39      0.00295      0.00018  # 2016,M.Avrigeanu+        ## D0818006  #dY:6.1%   
         15.88         0.28      0.00418      0.00051  # 1997,S.Takacs+           ## D4045006  #dY:12.2%  
          15.9         0.95      0.00351      0.00046  # 1997,S.Takacs+           ## D4045006  #dY:13.1%  
          15.9          1.7       0.0018       0.0002  # 2013,A.Hermanne+         ## D4282047  #dY:11.1%  
            16          0.3       0.0027       0.0003  # 2007,S.Takacs+           ## D4178005  #dY:11.1%  
          16.2            0        0.003       0.0007  # 1991,J.Zweit+            ## D4056003  #dY:23.3%  
         16.22         0.25      0.00453      0.00055  # 1997,S.Takacs+           ## D4045006  #dY:12.1%  
         16.23         0.86       0.0039       0.0005  # 1997,S.Takacs+           ## D4045006  #dY:12.8%  
          16.5          1.5       0.0033       0.0004  # 2013,A.Hermanne+         ## D4282025  #dY:12.1%  
         16.55         0.78      0.00418      0.00052  # 1997,S.Takacs+           ## D4045006  #dY:12.4%  
         16.87         0.71      0.00431      0.00054  # 1997,S.Takacs+           ## D4045006  #dY:12.5%  
