#ZVView-data-copy:   7-May-2020 09:58:04
#=======================================
#
#name:   28-NI-0(D,X)27-CO-57,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  172
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          1.79         1.11      0.00019         1e-5  # 2016,A.R.Usman+          ## E2492004  #dY:5.3%   
             3            1      0.00017         2e-5  # 2013,A.Hermanne+         ## D4282004  #dY:11.8%  
           3.2          1.8      0.00221      0.00025  # 2013,N.Amjed+            ## D4288009  #dY:11.3%  
          4.43         0.97      0.00018         2e-5  # 2016,A.R.Usman+          ## E2492004  #dY:11.1%  
           5.3          2.5        0.004        0.001  # 2013,A.Hermanne+         ## D4282028  #dY:25.0%  
           6.3          0.9      0.00023         3e-5  # 2013,A.Hermanne+         ## D4282004  #dY:13.0%  
           6.3         1.65      0.00295      0.00034  # 2013,N.Amjed+            ## D4288009  #dY:11.5%  
          7.17         0.86      0.00021         2e-5  # 2016,A.R.Usman+          ## E2492004  #dY:9.5%   
          7.84         0.63      0.00024         4e-5  # 2016,M.Avrigeanu+        ## D0818010  #dY:16.7%  
           8.5         1.54      0.00315      0.00046  # 2013,N.Amjed+            ## D4288009  #dY:14.6%  
           8.8          0.8      0.00044         5e-5  # 2013,A.Hermanne+         ## D4282004  #dY:11.4%  
          9.15         0.74      0.00055         5e-5  # 2016,A.R.Usman+          ## E2492004  #dY:9.1%   
          9.81         0.51      0.00143      0.00013  # 2016,M.Avrigeanu+        ## D0818010  #dY:9.1%   
          9.82         0.54      0.00086         7e-5  # 2016,A.R.Usman+          ## E2492004  #dY:8.1%   
         10.15         0.51      0.00251      0.00018  # 2016,M.Avrigeanu+        ## D0818010  #dY:7.2%   
          10.2         1.46      0.00425      0.00048  # 2013,N.Amjed+            ## D4288009  #dY:11.3%  
         10.27         0.48      0.00301      0.00021  # 2016,M.Avrigeanu+        ## D0818010  #dY:7.0%   
         10.57         1.04      0.00454      0.00068  # 1997,S.Takacs+           ## D4045004  #dY:15.0%  
          10.8         1.43      0.00625      0.00086  # 2013,N.Amjed+            ## D4288009  #dY:13.8%  
          10.9          0.7       0.0049       0.0005  # 2013,A.Hermanne+         ## D4282004  #dY:10.2%  
         11.01         0.95      0.00606      0.00091  # 1997,S.Takacs+           ## D4045004  #dY:15.0%  
         11.35         0.66       0.0061      0.00046  # 2016,A.R.Usman+          ## E2492004  #dY:7.5%   
         11.44         0.44       0.0108       0.0016  # 1997,S.Takacs+           ## D4045004  #dY:14.8%  
          11.5          1.4      0.00838        0.001  # 2013,N.Amjed+            ## D4288009  #dY:11.9%  
         11.52         0.49      0.00677      0.00041  # 2016,M.Avrigeanu+        ## D0818010  #dY:6.1%   
         11.73         0.47      0.00916      0.00055  # 2016,M.Avrigeanu+        ## D0818010  #dY:6.0%   
         11.85         0.78       0.0127       0.0019  # 1997,S.Takacs+           ## D4045004  #dY:15.0%  
          11.9         0.49      0.00873      0.00051  # 2016,M.Avrigeanu+        ## D0818010  #dY:5.8%   
          11.9          1.8         0.01        0.001  # 2013,A.Hermanne+         ## D4282028  #dY:10.0%  
          12.1         1.37      0.01307      0.00161  # 2013,N.Amjed+            ## D4288009  #dY:12.3%  
         12.26         0.71       0.0146       0.0022  # 1997,S.Takacs+           ## D4045004  #dY:15.1%  
         12.65         0.65       0.0167       0.0025  # 1997,S.Takacs+           ## D4045004  #dY:15.0%  
          12.7          0.5        0.015        0.002  # 2013,A.Hermanne+         ## D4282004  #dY:13.3%  
         12.77         0.65        0.011       0.0008  # 2016,A.R.Usman+          ## E2492004  #dY:7.3%   
         13.04         0.59       0.0212       0.0032  # 1997,S.Takacs+           ## D4045004  #dY:15.1%  
         13.11         0.45      0.01592      0.00094  # 2016,M.Avrigeanu+        ## D0818010  #dY:5.9%   
         13.42         0.54       0.0233       0.0035  # 1997,S.Takacs+           ## D4045004  #dY:15.0%  
