#ZVView-data-copy:  19-Mar-2020 07:09:05
#=======================================
#
#name:   28-NI-0(D,X)27-CO-58-M,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  18
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          5.35         0.83      0.00225      0.00032  # 2016,M.Avrigeanu+        ## D0818009  #dY:14.2%  
          7.84         0.63       0.0161       0.0047  # 2016,M.Avrigeanu+        ## D0818009  #dY:29.2%  
          9.81         0.51        0.079        0.016  # 2016,M.Avrigeanu+        ## D0818009  #dY:20.3%  
         10.15         0.51       0.0894       0.0138  # 2016,M.Avrigeanu+        ## D0818009  #dY:15.4%  
         10.27         0.48       0.1021        0.013  # 2016,M.Avrigeanu+        ## D0818009  #dY:12.7%  
         11.52         0.49       0.1486        0.028  # 2016,M.Avrigeanu+        ## D0818009  #dY:18.8%  
         11.73         0.47        0.144       0.0173  # 2016,M.Avrigeanu+        ## D0818009  #dY:12.0%  
          11.9         0.49       0.1336       0.0156  # 2016,M.Avrigeanu+        ## D0818009  #dY:11.7%  
         13.11         0.45       0.1499        0.021  # 2016,M.Avrigeanu+        ## D0818009  #dY:14.0%  
         14.51         0.36       0.1881       0.0378  # 2016,M.Avrigeanu+        ## D0818009  #dY:20.1%  
         14.67         0.39        0.188       0.0215  # 2016,M.Avrigeanu+        ## D0818009  #dY:11.4%  
         15.83         0.36        0.197       0.0231  # 2016,M.Avrigeanu+        ## D0818009  #dY:11.7%  
         15.85         0.39       0.2074       0.0235  # 2016,M.Avrigeanu+        ## D0818009  #dY:11.3%  
         17.14         0.35       0.2127       0.0356  # 2016,M.Avrigeanu+        ## D0818009  #dY:16.7%  
         18.24         0.33       0.1862       0.0223  # 2016,M.Avrigeanu+        ## D0818009  #dY:12.0%  
         18.39         0.37       0.2147       0.0243  # 2016,M.Avrigeanu+        ## D0818009  #dY:11.3%  
         19.25         0.34       0.1832       0.0234  # 2016,M.Avrigeanu+        ## D0818009  #dY:12.8%  
         19.59         0.34       0.1931       0.0291  # 2016,M.Avrigeanu+        ## D0818009  #dY:15.1%  
           2.3         0.62      0.00072      0.00018  # 1997,S.Takacs+           ## D4045005  #dY:25.0%  
          3.13         0.57         1e-5         7e-5  # 1997,S.Takacs+           ## D4045005  #dY:700.0% 
          3.34         0.56      0.00194      0.00024  # 1997,S.Takacs+           ## D4045005  #dY:12.4%  
          4.03         0.51      0.00072         9e-5  # 1997,S.Takacs+           ## D4045005  #dY:12.5%  
          4.21         0.51       0.0044      0.00048  # 1997,S.Takacs+           ## D4045005  #dY:10.9%  
          4.82         0.46      0.00243      0.00028  # 1997,S.Takacs+           ## D4045005  #dY:11.5%  
          4.98         0.46      0.00686      0.00073  # 1997,S.Takacs+           ## D4045005  #dY:10.6%  
          5.53         0.42      0.00494      0.00053  # 1997,S.Takacs+           ## D4045005  #dY:10.7%  
          5.68         0.41       0.0101        0.001  # 1997,S.Takacs+           ## D4045005  #dY:9.9%   
          6.19         0.37       0.0074      0.00078  # 1997,S.Takacs+           ## D4045005  #dY:10.5%  
          6.33         0.37       0.0157       0.0016  # 1997,S.Takacs+           ## D4045005  #dY:10.2%  
          6.81         0.34       0.0109       0.0011  # 1997,S.Takacs+           ## D4045005  #dY:10.1%  
          6.94         0.33       0.0247       0.0025  # 1997,S.Takacs+           ## D4045005  #dY:10.1%  
          7.39          0.3        0.017       0.0017  # 1997,S.Takacs+           ## D4045005  #dY:10.0%  
          7.51          0.3       0.0388       0.0039  # 1997,S.Takacs+           ## D4045005  #dY:10.1%  
          7.94         0.27       0.0266       0.0027  # 1997,S.Takacs+           ## D4045005  #dY:10.2%  
          8.06         0.27       0.0527       0.0053  # 1997,S.Takacs+           ## D4045005  #dY:10.1%  
          8.47         0.25        0.041       0.0042  # 1997,S.Takacs+           ## D4045005  #dY:10.2%  
          8.58         0.24       0.0755       0.0076  # 1997,S.Takacs+           ## D4045005  #dY:10.1%  
          8.96         0.22       0.0579       0.0059  # 1997,S.Takacs+           ## D4045005  #dY:10.2%  
          9.08         0.22       0.0952       0.0097  # 1997,S.Takacs+           ## D4045005  #dY:10.2%  
          9.44          0.2       0.0767       0.0078  # 1997,S.Takacs+           ## D4045005  #dY:10.2%  
         10.57         1.04         0.17         0.02  # 1997,S.Takacs+           ## D4045005  #dY:11.8%  
         11.01         0.95        0.181        0.022  # 1997,S.Takacs+           ## D4045005  #dY:12.2%  
         11.44         0.44          0.2        0.024  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         11.85         0.78        0.216        0.026  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         12.26         0.71        0.229        0.027  # 1997,S.Takacs+           ## D4045005  #dY:11.8%  
         12.65         0.65        0.232        0.028  # 1997,S.Takacs+           ## D4045005  #dY:12.1%  
         13.04         0.59         0.24        0.029  # 1997,S.Takacs+           ## D4045005  #dY:12.1%  
         13.42         0.54        0.258        0.031  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         13.79         0.49        0.267        0.032  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         14.15         0.86        0.267        0.032  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         14.51          0.4        0.284        0.034  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         14.86         0.37        0.293        0.035  # 1997,S.Takacs+           ## D4045005  #dY:11.9%  
         15.21         0.33        0.299        0.036  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         15.55          0.3          0.3        0.036  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
         15.65         1.04        0.296        0.036  # 1997,S.Takacs+           ## D4045005  #dY:12.2%  
         15.88         0.28          0.3        0.036  # 1997,S.Takacs+           ## D4045005  #dY:12.0%  
          15.9         0.95        0.303        0.036  # 1997,S.Takacs+           ## D4045005  #dY:11.9%  
         16.22         0.25        0.288        0.035  # 1997,S.Takacs+           ## D4045005  #dY:12.2%  
         16.23         0.86        0.318        0.038  # 1997,S.Takacs+           ## D4045005  #dY:11.9%  
