# d +  58Ni: Production of  54Mn - Total
# Q-value    =-8.53825E+00 mass=  53.940356
# E-threshold= 8.83499E+00
# # energies =    54
#     E          xs
 1.00000E-03 0.00000E+00
 2.00000E-03 0.00000E+00
 5.00000E-03 0.00000E+00
 1.00000E-02 0.00000E+00
 2.00000E-02 0.00000E+00
 5.00000E-02 0.00000E+00
 1.00000E-01 0.00000E+00
 2.00000E-01 0.00000E+00
 5.00000E-01 0.00000E+00
 1.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00
 3.00000E+00 0.00000E+00
 4.00000E+00 0.00000E+00
 5.00000E+00 0.00000E+00
 6.00000E+00 0.00000E+00
 7.00000E+00 0.00000E+00
 8.00000E+00 0.00000E+00
 9.00000E+00 0.00000E+00
 1.00000E+01 0.00000E+00
 1.10000E+01 0.00000E+00
 1.20000E+01 0.00000E+00
 1.30000E+01 0.00000E+00
 1.40000E+01 0.00000E+00
 1.50000E+01 1.60049E-12
 1.60000E+01 5.80640E-10
 1.70000E+01 7.31549E-08
 1.80000E+01 3.89696E-06
 1.90000E+01 1.03328E-04
 2.00000E+01 1.44702E-03
 2.20000E+01 7.07204E-02
 2.40000E+01 7.00878E-01
 2.60000E+01 2.66804E+00
 2.80000E+01 6.49818E+00
 3.00000E+01 1.21098E+01
 3.50000E+01 2.45782E+01
 4.00000E+01 2.45653E+01
 4.50000E+01 1.56946E+01
 5.00000E+01 1.10794E+01
 5.50000E+01 1.06287E+01
 6.00000E+01 1.38278E+01
 6.50000E+01 2.02760E+01
 7.00000E+01 2.85869E+01
 7.50000E+01 3.60613E+01
 8.00000E+01 4.03611E+01
 9.00000E+01 5.07391E+01
 1.00000E+02 5.70183E+01
 1.10000E+02 6.47753E+01
 1.20000E+02 7.16618E+01
 1.30000E+02 7.76180E+01
 1.40000E+02 7.73227E+01
 1.50000E+02 7.49546E+01
 1.60000E+02 6.90324E+01
 1.80000E+02 5.07424E+01
 2.00000E+02 3.49441E+01
