
                       be used for evaluation purposes
                                                            20-Mar-2019 14:51
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BA02262019_Fe02_10cm_room131.Chn 
 Sample Title :          Fe02

 Spectrum saved on 26-Feb-2019 at 12:27    Collected on 26-Feb-2019 at 12:20
 Sample  Taken  on 26-Feb-2019 at 12:20    Decayed      0 Days,     0 mins.

            Detector file number used:     7
            Energy     Calibration Performed on  8-Mar-2019 at 12:07
            Peak Shape Calibration Performed on  8-Mar-2019 at 12:08

 

   Datetime:  26-Feb-2019  12:20
   Live:       403.00 
   Mass:       226
   Shelf:      10
   Detector:      7

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   40.8   216.7   0.91     5.8    1.30      1340   19.6   3.3240e+00   19.6     5417
   72.7   387.0   1.09    18.0    1.30      6380   11.4   1.5830e+01   11.4     7390
   74.9   398.6   1.10    24.2    1.30     11579    6.3   2.8733e+01    6.3     8129
   84.7   451.1   1.15    11.3    1.32      5053    5.5   1.2539e+01    5.5     7404
   87.3   464.7   1.16     5.8    1.32      1570   15.6   3.8956e+00   15.6     6787
   92.0   489.5   1.16    16.5    1.32      6339    4.6   1.5729e+01    4.6     6787
  122.1   649.8   1.20    10.7    1.20      3395    9.3   8.4237e+00    9.3     7549
  385.5  2053.2   1.31     5.8    1.20      1150   19.0   2.8539e+00   19.0     4404
  411.6  2192.1   1.34     9.8    1.14      2212    9.3   5.4890e+00    9.3     3443
  477.5  2542.8   1.59    57.5    1.68     38472    1.2   9.5464e+01    1.2     3819
  511.2  2722.7   2.87    63.6    9.71    366026    0.6   9.0825e+02    0.6     8270
  520.1  2770.0   1.42     8.2    9.71      1456   19.6   3.6141e+00   19.6     4288
  549.1  2924.7   1.51     3.5    0.60       383   46.0   9.4981e-01   46.0     3184
  596.9  3179.1   1.56     4.4    1.01       536   36.9   1.3289e+00   36.9     3267
  744.4  3965.0   1.86    21.2    0.90      6569    3.7   1.6301e+01    3.7     2568
  804.0  4282.2   1.93    12.6    0.77      2346    7.4   5.8203e+00    7.4     1704
  827.6  4407.8   1.83     3.7    1.34       394   29.3   9.7774e-01   29.3     1409
  835.0  4447.4   1.84     4.5    1.34       532   23.2   1.3205e+00   23.2     1331
  847.1  4511.5   2.05    74.0    2.70     62735    0.9   1.5567e+02    0.9     1589
  931.6  4961.7   2.12    87.7    2.07     80106    0.7   1.9877e+02    0.7     1311
  935.8  4984.1   2.12    19.9    2.07      5745    4.0   1.4255e+01    4.0     1311
  984.6  5244.1   2.02     4.6    1.08       433   31.6   1.0749e+00   31.6     1454
 1038.2  5529.4   2.08     9.1    0.72      1368   10.2   3.3949e+00   10.2     1226
 1212.9  6459.9   2.29     3.3    0.97       227   51.6   5.6334e-01   51.6      998
 1238.6  6597.2   2.43    23.5    0.89      5818    3.0   1.4437e+01    3.0      868
 1246.7  6640.3   2.44     3.4    0.89       247   42.6   6.1401e-01   42.6      868
 1316.9  7014.2   2.47    23.7    0.87      5478    3.4   1.3594e+01    3.4      721
 1333.7  7103.6   2.43     3.5    0.90       232   39.6   5.7618e-01   39.6      603
 1360.7  7247.3   2.61     4.2    0.92       378   23.5   9.3781e-01   23.5      614
 1370.1  7297.4   2.62    12.8    0.92      2512    5.0   6.2342e+00    5.0      614
 1408.9  7504.0   2.61    35.6    0.96     12359    1.8   3.0667e+01    1.8      539
 1434.5  7640.4   2.61    20.8    0.82      4239    3.5   1.0517e+01    3.5      648
 1442.2  7681.6   2.62     5.5    0.82       815   13.3   2.0231e+00   13.3      648
 1602.5  8535.5   2.74     3.6    1.07       199   44.5   4.9483e-01   44.5      480
 1771.8  9436.9   3.02    10.1    0.95       976    9.7   2.4215e+00    9.7      326
 1811.2  9646.8   3.08    27.8    1.16      7525    2.5   1.8671e+01    2.5      295
 1919.2 10222.3   3.11     3.3    1.04       116   53.6   2.8887e-01   53.6      226
 2015.3 10734.3   3.23     3.3    0.92       147   35.2   3.6518e-01   35.2      141
 2035.1 10839.6   3.25     6.0    1.26       385   15.0   9.5551e-01   15.0      102
 2087.5 11118.5   3.31     3.4    0.87       106   44.6   2.6221e-01   44.6      118
 2113.5 11257.2   3.39    18.2    1.15      3302    3.7   8.1935e+00    3.7      115
 2145.0 11424.9   3.38     3.4    1.49        86   49.3   2.1218e-01   49.3       80
 2178.2 11602.0   3.42     4.3    0.80       147   30.8   3.6364e-01   30.8       94
 2523.6 13441.5   3.82     5.6    0.99       196   19.6   4.8582e-01   19.6       30
 2599.0 13843.3   3.91     9.0    0.63       793    7.5   1.9678e+00    7.5       29
 2657.8 14156.5   3.98     4.4    0.97       167   21.6   4.1412e-01   21.6       26
 2742.2 14606.2   4.08     3.7    0.84        73   38.3   1.8002e-01   38.3       33
 2754.6 14671.8   4.09     3.4    0.84        89   33.6   2.2192e-01   33.6       33
 2960.3 15767.5   4.34     3.4    0.65        64   45.3   1.6003e-01   45.3       26

   indicates the Iterative Peak Width fitting reached a limiting value.
